Identifier:,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,
Sweeps:,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,
Artifacts:,22,,,,,,25,,,,,,23,,,,,,20,,,,,,22,,,,,,24,,,,,,23,,,,,,24,,,,,,20,,,,,,21,,,,,,24,,,,,,23,,,,,,23,,,,,,23,,,,,,24,,,,,,18,,,,,,25,,,,,,23,,,,,,21,,,,,,20,,,,,,21,,,,,,25,,,,,,23,,,,,,21,,,,,,20,,,,,,24,,,,,,21,,,,,,23,,,,,,24,,,,,,19,,,,,,
Smp. Period:,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,
Amp. Gain:,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,
Low Pass:,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,
High Pass:,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,
Notch Filter:,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,
Stimulus:,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,
Stim. Freq.,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,
Stim. Dur.:,128,,,,,,128,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,128,,,,,,128,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,
Masking:,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,
Zero Position:,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,
Comment:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Pnt:,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,
   1,   58797,    0.3589,   56020,    0.6839,    2777,    0.0339,   83907,    0.5121,   67960,    0.8296,   15947,    0.1947,  -15771,   -0.0963,  -48490,   -0.5919,   32719,    0.3994,  -10715,   -0.0654,   30068,    0.3671,  -40783,   -0.4979,   68969,    0.4210,   37523,    0.4581,   31446,    0.3839,   59315,    0.3620,   70567,    0.8614,  -11252,   -0.1374,  -20795,   -0.1269,    -907,   -0.0111,  -19888,   -0.2428,   -4710,   -0.0287,   28705,    0.3504,  -33415,   -0.4079,   -4693,   -0.0286,    9028,    0.1102,  -13721,   -0.1675,    4820,    0.0294,    6080,    0.0742,   -1260,   -0.0154,  114995,    0.7019,   35120,    0.4287,   79875,    0.9751,  -20088,   -0.1226,   13886,    0.1695,  -33974,   -0.4147,  -34345,   -0.2096,    -460,   -0.0056,  -33885,   -0.4136,   64475,    0.3935,   69489,    0.8483,   -5014,   -0.0612,   15560,    0.0950,   51412,    0.6276,  -35852,   -0.4377,  -14240,   -0.0869,   11310,    0.1381,  -25550,   -0.3119,  -19639,   -0.1199,    8804,    0.1075,  -28443,   -0.3472,   -7093,   -0.0433,   15609,    0.1905,  -22702,   -0.2771,  -66593,   -0.4065,   10483,    0.1280,  -77076,   -0.9409,   33937,    0.2071,   14685,    0.1793,   19252,    0.2350,   40840,    0.2493,   11252,    0.1374,   29588,    0.3612,   24785,    0.1513,   23273,    0.2841,    1512,    0.0185,   42104,    0.2570,    6390,    0.0780,   35714,    0.4360,  -35899,   -0.2191,  -12800,   -0.1563,  -23099,   -0.2820,  -32130,   -0.1961,  -69222,   -0.8450,   37092,    0.4528,  -37225,   -0.2272,  -11826,   -0.1444,  -25399,   -0.3101,    8610,    0.0526,    5042,    0.0615,    3568,    0.0436,   45709,    0.2790,   32481,    0.3965,   13228,    0.1615,  -12858,   -0.0785,  -28236,   -0.3447,   15378,    0.1877,   17343,    0.1059,   39750,    0.4852,  -22407,   -0.2735,
   2,   61613,    0.3761,   58946,    0.7196,    2667,    0.0326,   86225,    0.5263,   68686,    0.8385,   17539,    0.2141,  -14618,   -0.0892,  -46407,   -0.5665,   31789,    0.3881,   -7018,   -0.0428,   29950,    0.3656,  -36968,   -0.4513,   66952,    0.4087,   33304,    0.4066,   33648,    0.4108,   56927,    0.3475,   66722,    0.8145,   -9795,   -0.1196,  -17553,   -0.1071,    3821,    0.0466,  -21374,   -0.2609,   -3416,   -0.0209,   31175,    0.3806,  -34591,   -0.4223,   -2964,   -0.0181,    8186,    0.0999,  -11150,   -0.1361,    5841,    0.0357,    6118,    0.0747,    -277,   -0.0034,  117691,    0.7184,   37270,    0.4550,   80421,    0.9817,  -21615,   -0.1319,   13282,    0.1621,  -34897,   -0.4260,  -38140,   -0.2328,   -6078,   -0.0742,  -32062,   -0.3914,   56720,    0.3462,   66796,    0.8154,  -10076,   -0.1230,   13482,    0.0823,   49244,    0.6011,  -35762,   -0.4366,  -17773,   -0.1085,   10771,    0.1315,  -28544,   -0.3484,  -19763,   -0.1206,   10102,    0.1233,  -29865,   -0.3646,  -10413,   -0.0636,   11102,    0.1355,  -21515,   -0.2626,  -66863,   -0.4081,    8641,    0.1055,  -75504,   -0.9217,   33532,    0.2047,   14119,    0.1724,   19413,    0.2370,   44432,    0.2712,   12091,    0.1476,   32341,    0.3948,   23632,    0.1442,   23369,    0.2853,     263,    0.0032,   39158,    0.2390,    5696,    0.0695,   33462,    0.4085,  -36349,   -0.2219,  -11887,   -0.1451,  -24462,   -0.2986,  -30155,   -0.1841,  -66763,   -0.8150,   36608,    0.4469,  -34492,   -0.2105,  -10741,   -0.1311,  -23751,   -0.2899,    6494,    0.0396,    3825,    0.0467,    2669,    0.0326,   49093,    0.2996,   34903,    0.4261,   14190,    0.1732,  -15810,   -0.0965,  -28999,   -0.3540,   13189,    0.1610,   15783,    0.0963,   41384,    0.5052,  -25601,   -0.3125,
   3,   67219,    0.4103,   67087,    0.8190,     132,    0.0016,   93268,    0.5693,   72674,    0.8872,   20594,    0.2514,  -10292,   -0.0628,  -42539,   -0.5193,   32247,    0.3937,   -1919,   -0.0117,   31549,    0.3851,  -33468,   -0.4086,   66335,    0.4049,   33819,    0.4128,   32516,    0.3969,   63283,    0.3863,   66122,    0.8072,   -2839,   -0.0347,  -15446,   -0.0943,    8457,    0.1032,  -23903,   -0.2918,   -3167,   -0.0193,   31642,    0.3863,  -34809,   -0.4249,   -1623,   -0.0099,   12491,    0.1525,  -14114,   -0.1723,   16258,    0.0992,   10402,    0.1270,    5856,    0.0715,  115648,    0.7059,   36555,    0.4462,   79093,    0.9655,  -19665,   -0.1200,   17561,    0.2144,  -37226,   -0.4544,  -37825,   -0.2309,   -8401,   -0.1026,  -29424,   -0.3592,   52916,    0.3230,   67315,    0.8217,  -14399,   -0.1758,   14772,    0.0902,   54028,    0.6595,  -39256,   -0.4792,  -14087,   -0.0860,   13979,    0.1706,  -28066,   -0.3426,  -15360,   -0.0938,   12597,    0.1538,  -27957,   -0.3413,  -10701,   -0.0653,   10329,    0.1261,  -21030,   -0.2567,  -67819,   -0.4139,    7120,    0.0869,  -74939,   -0.9148,   36122,    0.2205,   15303,    0.1868,   20819,    0.2541,   47364,    0.2891,   12476,    0.1523,   34888,    0.4259,   21549,    0.1315,   22378,    0.2732,    -829,   -0.0101,   39386,    0.2404,    6883,    0.0840,   32503,    0.3968,  -36222,   -0.2211,  -10941,   -0.1336,  -25281,   -0.3086,  -31085,   -0.1897,  -66433,   -0.8110,   35348,    0.4315,  -35099,   -0.2142,  -11621,   -0.1419,  -23478,   -0.2866,    7767,    0.0474,    6235,    0.0761,    1532,    0.0187,   50317,    0.3071,   36521,    0.4458,   13796,    0.1684,  -17108,   -0.1044,  -29341,   -0.3582,   12233,    0.1493,   14073,    0.0859,   41545,    0.5072,  -27472,   -0.3354,
   4,   72170,    0.4405,   72529,    0.8854,    -359,   -0.0044,   97607,    0.5958,   75643,    0.9234,   21964,    0.2681,  -17412,   -0.1063,  -45388,   -0.5541,   27976,    0.3415,   -3303,   -0.0202,   25766,    0.3145,  -29069,   -0.3549,   63374,    0.3868,   31697,    0.3869,   31677,    0.3867,   63738,    0.3890,   62702,    0.7654,    1036,    0.0126,   -8530,   -0.0521,   14318,    0.1748,  -22848,   -0.2789,    5325,    0.0325,   36984,    0.4515,  -31659,   -0.3865,   -1831,   -0.0112,   15225,    0.1859,  -17056,   -0.2082,   22676,    0.1384,   13236,    0.1616,    9440,    0.1152,  125781,    0.7677,   42423,    0.5179,   83358,    1.0176,  -19063,   -0.1164,   17019,    0.2078,  -36082,   -0.4405,  -44508,   -0.2717,  -11319,   -0.1382,  -33189,   -0.4052,   52375,    0.3197,   64612,    0.7887,  -12237,   -0.1494,   14273,    0.0871,   50912,    0.6215,  -36639,   -0.4473,  -15252,   -0.0931,   14825,    0.1810,  -30077,   -0.3672,  -15320,   -0.0935,   13264,    0.1619,  -28584,   -0.3489,  -12972,   -0.0792,    8306,    0.1014,  -21278,   -0.2597,  -68073,   -0.4155,    4925,    0.0601,  -72998,   -0.8911,   36074,    0.2202,   15620,    0.1907,   20454,    0.2497,   46581,    0.2843,   11524,    0.1407,   35057,    0.4280,   19663,    0.1200,   20814,    0.2541,   -1151,   -0.0141,   41305,    0.2521,    7444,    0.0909,   33861,    0.4134,  -31026,   -0.1894,   -7064,   -0.0862,  -23962,   -0.2925,  -29488,   -0.1800,  -65345,   -0.7977,   35857,    0.4377,  -29115,   -0.1777,   -8477,   -0.1035,  -20638,   -0.2519,    9801,    0.0598,    7486,    0.0914,    2315,    0.0283,   54570,    0.3331,   39531,    0.4826,   15039,    0.1836,  -21436,   -0.1308,  -28746,   -0.3509,    7310,    0.0892,   13272,    0.0810,   43816,    0.5349,  -30544,   -0.3729,
   5,   70817,    0.4322,   72578,    0.8860,   -1761,   -0.0215,  102879,    0.6279,   76843,    0.9381,   26036,    0.3178,  -22357,   -0.1365,  -44103,   -0.5384,   21746,    0.2655,   -1613,   -0.0098,   24043,    0.2935,  -25656,   -0.3132,   64944,    0.3964,   32683,    0.3990,   32261,    0.3938,   64852,    0.3958,   61774,    0.7541,    3078,    0.0376,   -7074,   -0.0432,   20015,    0.2443,  -27089,   -0.3307,   10670,    0.0651,   39762,    0.4854,  -29092,   -0.3551,    2933,    0.0179,   20769,    0.2535,  -17836,   -0.2177,   28540,    0.1742,   17059,    0.2082,   11481,    0.1402,  131890,    0.8050,   45176,    0.5515,   86714,    1.0586,  -15028,   -0.0917,   21214,    0.2590,  -36242,   -0.4424,  -50236,   -0.3066,  -13253,   -0.1618,  -36983,   -0.4515,   54494,    0.3326,   64711,    0.7900,  -10217,   -0.1247,   16324,    0.0996,   48901,    0.5970,  -32577,   -0.3977,  -14938,   -0.0912,   15580,    0.1902,  -30518,   -0.3725,  -12689,   -0.0774,   14876,    0.1816,  -27565,   -0.3365,  -13835,   -0.0844,    9127,    0.1114,  -22962,   -0.2803,  -66569,   -0.4063,    3861,    0.0471,  -70430,   -0.8598,   35202,    0.2149,   15915,    0.1943,   19287,    0.2354,   46929,    0.2864,   11821,    0.1443,   35108,    0.4286,   17387,    0.1061,   19825,    0.2420,   -2438,   -0.0298,   40774,    0.2489,    7904,    0.0965,   32870,    0.4013,  -25935,   -0.1583,   -4556,   -0.0556,  -21379,   -0.2610,  -30172,   -0.1842,  -63375,   -0.7736,   33203,    0.4053,  -22900,   -0.1398,   -6029,   -0.0736,  -16871,   -0.2060,   13938,    0.0851,    8703,    0.1062,    5235,    0.0639,   54289,    0.3314,   39496,    0.4821,   14793,    0.1806,  -24386,   -0.1488,  -30905,   -0.3773,    6519,    0.0796,   11017,    0.0672,   41663,    0.5086,  -30646,   -0.3741,
   6,   67684,    0.4131,   69659,    0.8504,   -1975,   -0.0241,  102465,    0.6254,   76177,    0.9299,   26288,    0.3209,  -30946,   -0.1889,  -45690,   -0.5578,   14744,    0.1800,   -1048,   -0.0064,   24086,    0.2940,  -25134,   -0.3068,   67253,    0.4105,   31674,    0.3867,   35579,    0.4343,   63623,    0.3883,   61570,    0.7516,    2053,    0.0251,   -5687,   -0.0347,   25230,    0.3080,  -30917,   -0.3774,   12560,    0.0767,   40048,    0.4889,  -27488,   -0.3356,    4835,    0.0295,   20598,    0.2514,  -15763,   -0.1924,   33704,    0.2057,   19683,    0.2403,   14021,    0.1712,  138771,    0.8470,   50164,    0.6124,   88607,    1.0817,  -13865,   -0.0846,   22200,    0.2710,  -36065,   -0.4403,  -58131,   -0.3548,  -15972,   -0.1950,  -42159,   -0.5147,   62640,    0.3823,   68016,    0.8303,   -5376,   -0.0656,   18861,    0.1151,   49483,    0.6041,  -30622,   -0.3738,  -14692,   -0.0897,   17780,    0.2170,  -32472,   -0.3964,  -12740,   -0.0778,   15299,    0.1868,  -28039,   -0.3423,  -13063,   -0.0797,   11633,    0.1420,  -24696,   -0.3015,  -67296,   -0.4108,    2672,    0.0326,  -69968,   -0.8541,   36475,    0.2226,   16814,    0.2053,   19661,    0.2400,   43339,    0.2645,   10597,    0.1294,   32742,    0.3997,   14553,    0.0888,   15635,    0.1909,   -1082,   -0.0132,   41941,    0.2560,    8993,    0.1098,   32948,    0.4022,  -21129,   -0.1290,    -111,   -0.0014,  -21018,   -0.2566,  -28190,   -0.1721,  -62326,   -0.7608,   34136,    0.4167,  -22952,   -0.1401,   -6121,   -0.0747,  -16831,   -0.2055,   17556,    0.1072,   11554,    0.1410,    6002,    0.0733,   53028,    0.3237,   38310,    0.4677,   14718,    0.1797,  -28133,   -0.1717,  -32698,   -0.3992,    4565,    0.0557,    9178,    0.0560,   39894,    0.4870,  -30716,   -0.3750,
